#"Camera Name","NVR","Location","IP Address","Recording","Has Video","Total Video","Missing Video"
"Mез2_ТО вход_IM10LW10-1-ADGK713","OCS_ADMIRAL NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Мезонин 2","172.16.62.74","Yes","Yes","48 days, 15:48","No"
"АБК1_эт1_Вход_IM10DN10-1E-ADD0520","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/АБК 1","172.16.63.236","Yes","Yes","None","No"
"АБК1_эт1_Вых_скл1_IM10DN10-1E-ADCVY17","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/АБК 1","172.16.63.246","Yes","Yes","None","No"
"АБК1_эт1_Клиент зона Адмирал_IM10DN10-1E-ADCVY35","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/АБК 1","172.16.63.237","Yes","Yes","None","No"
"АБК1_эт1_Пож_выход_IM10DN10-1V-ADDX464","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/АБК 1","172.16.61.126","Yes","Yes","None","No"
"АБК1_эт1_Пост 1_IM10LW10-1-ADBKHR9","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Special","172.16.60.211","Yes","Yes","None","No"
"АБК1_эт1_Пост1_вх в АБК1_IM10LW10-1-ADGCC14","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Special","172.16.62.60","No","No","None","No"
"АБК1_эт2_Вых_лестн_IM10LW10-1-ADGK642","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/АБК 1","172.16.62.15","Yes","Yes","None","No"
"АБК1_эт2_Пож выход_IM10LW10-1-ADGK625","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/АБК 1","172.16.62.16","Yes","Yes","None","No"
"АБК1_эт3_Вых лестн_IM10LW10-1-ADGCC44","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/АБК 1","172.16.62.17","Yes","Yes","None","No"
"АБК1_эт3_Вых на мез_IM10LW10-1-ADBKHV9","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/АБК 1","172.16.60.222","Yes","Yes","None","No"
"АБК1_эт3_Вых на мез_IM10LW10-1-ADGK585","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/АБК 1","172.16.62.18","No","No","None","No"
"АБК1_эт3_п.308_IME229-M0641719041920191","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/АБК 1","172.16.60.164","Yes","Yes","None","No"
"АБК1_эт3_Пож выход_IM10LW10-1-ADGCC95","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/АБК 1","172.16.62.19","Yes","Yes","None","No"
"АБК1_эт4_Вых лестн_IM10LW10-1-ADGCC76","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/АБК 1","172.16.62.58","Yes","Yes","None","No"
"АБК1_эт4_Вых лестн_IM10LW10-1-ADGK455","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/АБК 1","172.16.62.21","No","No","None","No"
"АБК1_эт4_Пож выход_IM10LW10-1-ADGK674","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/АБК 1","172.16.62.20","Yes","Yes","None","No"
"АБК2_Вход с улиц_IXE22-X0622817061200593","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/АБК 2","172.16.60.152","Yes","Yes","None","No"
"АБК2_Вход_тамбур_IWP221-1ES-T71306165","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/АБК 2","172.16.60.119","Yes","Yes","None","No"
"АБК2_лев_эт1_Выдача ключей_IM10LW10-1-ADGK574","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/АБК 2","172.16.60.228","No","No","None","No"
"АБК2_лев_эт1_выдача ключей_IM10LW10-1-ADGK616","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/АБК 2","172.16.62.38","Yes","Yes","None","No"
"АБК2_лев_эт1_Выход на лестн_IM10LW10-1-ADBV723","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/АБК 2","172.16.61.12","Yes","Yes","None","No"
"АБК2_лев_эт1_Коридор_IM10LW10-1-ADBZM17","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/АБК 2","172.16.61.15","Yes","Yes","None","No"
"АБК2_лев_эт1_Пож.вых.л_IMP121-1IS-T71202912","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/АБК 2","172.16.60.100","Yes","Yes","None","No"
"АБК2_лев_эт1_Центр вход_IM10LW10-1-ADBZLV4","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/АБК 2","172.16.61.156","Yes","Yes","None","No"
"АБК2_лев_эт2_Вход_IM10LW10-1-ADBZLW2","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/АБК 2","172.16.61.4","Yes","Yes","None","No"
"АБК2_лев_эт2_Коридор_IM10LW10-1-ADBKHU4","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/АБК 2","172.16.61.25","Yes","Yes","None","No"
"АБК2_лев_эт3_Вход_IM10LW10-1-ADBKHT8","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/АБК 2","172.16.61.29","Yes","Yes","None","No"
"АБК2_лев_эт3_Коридор_IM10LW10-1-ADBKHV8","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/АБК 2","172.16.61.23","Yes","Yes","None","No"
"АБК2_лев_эт4_Вход_IM10LW10-1-ADGK485","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/АБК 2","172.16.62.101","Yes","Yes","None","No"
"АБК2_лев_эт4_Коридор_IM10LW10-1-ADGK470","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/АБК 2","172.16.62.102","No","Yes","None","No"
"АБК2_пр_эт1_Выход на лестн_IM10LW10-1-ADBV761","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/АБК 2","172.16.61.32","Yes","Yes","None","No"
"АБК2_пр_эт1_Коридор_IM10LW10-1-ADBKHV6","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/АБК 2","172.16.61.13","Yes","Yes","None","No"
"АБК2_пр_эт1_Пож.вых.п_IMP121-1IS-T71202913","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/АБК 2","172.16.60.104","Yes","Yes","None","No"
"АБК2_пр_эт1_Турникет к АБК2_IMP121-1IS-T71202860","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/АБК 2","172.16.60.120","Yes","Yes","None","No"
"АБК2_пр_эт1_Турникет к скл3_IM10LW10-1-ADBV765","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/АБК 2","172.16.61.155","Yes","Yes","None","No"
"АБК2_пр_эт1_Центр вход_IM10LW10-1-ADBKHV3","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/АБК 2","172.16.61.3","Yes","Yes","None","No"
"АБК2_пр_эт2_Вход_IM10LW10-1-ADBV772","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/АБК 2","172.16.61.33","Yes","Yes","None","No"
"АБК2_пр_эт2_Коридор_IM10LW10-1-ADGCBX1","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/АБК 2","172.16.62.237","Yes","Yes","None","No"
"АБК2_пр_эт2_Столовая_IM10DN10-1V-ADDRJD","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/АБК 2","172.16.61.128","Yes","Yes","None","No"
"АБК2_пр_эт3_Вход_IM10LW10-1-ADBV695","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/АБК 2","172.16.61.26","Yes","Yes","None","No"
"АБК2_пр_эт3_Коридор_IM10LW10-1-ADBKHR2","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/АБК 2","172.16.62.104","Yes","Yes","None","No"
"АБК2_пр_эт4_Вход_IM10LW10-1-ADGK543","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/АБК 2","172.16.62.103","Yes","Yes","None","No"
"АБК2_пр_эт4_Коридор_IM10LW10-1-ADGK544","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/АБК 2","172.16.62.105","Yes","Yes","None","No"
"АБК2_пр_эт4_Серв(п409)_IMP519-1-T32107140","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/IT_Сервера","172.16.63.17","Yes","Yes","None","No"
"АБК2_эт1_п.101_IM10LW10-1-ADGK581","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Special","172.16.63.189","Yes","Yes","None","No"
"АБК2_эт1_п.111_IM10LW10-1-ADBKHP5","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Special","172.16.62.240","Yes","Yes","None","No"
"АБК2_эт1_Пост 2_IM10LW10-1-ADGCBW8","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Special","172.16.62.236","Yes","Yes","None","No"
"АБК2_эт3_Пост4_вых.на мез2_IM10LW10-1-ADGCC96","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Special","172.16.62.40","Yes","Yes","None","No"
"АБК2_эт3_Пост4_вых.на мез2_IME229-M0641719041920179","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Special","172.16.60.172","No","No","None","No"
"АБК3_Вход _IXE22-X0622817061200559","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/АБК 3","172.16.60.128","Yes","Yes","None","No"
"АБК3_эт1_ Досм 4_IM10LW10-1-ADBV775","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Special","172.16.62.189","Yes","Yes","None","No"
"АБК3_эт1_ Досм 4_IM10LW10-1-ADGK614","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Special","172.16.62.231","No","No","None","No"
"АБК3_эт1_Вход_IM10DN10-1V-ADDX396","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/АБК 3","172.16.63.202","Yes","Yes","None","No"
"АБК3_эт1_Вход_Тамбур_IWP221-1ES-T71306164","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/АБК 3","172.16.60.98","Yes","Yes","None","No"
"АБК3_эт1_Выход в скл4_IM10DN10-1E-ADD0527","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/АБК 3","172.16.63.201","Yes","Yes","None","No"
"АБК3_эт1_п.119_IMP1110-1E-T41401640","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/АБК 3","172.16.60.158","Yes","Yes","None","No"
"АБК3_эт1_Пож выход_IM10DN10-1V-ADDX453","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/АБК 3","172.16.61.152","Yes","Yes","None","No"
"АБК3_эт1_Пост 3_IM10LW10-1-ADGK679","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Special","172.16.62.232","No","No","None","No"
"АБК3_эт1_Пост 3_IMP121-1IS-T71203343","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Special","172.16.62.232","Yes","Yes","None","No"
"АБК3_эт1_Турникет к АБК3_IMP121-1IS-T71202861","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/АБК 3","172.16.60.121","Yes","Yes","None","No"
"АБК3_эт2_Вых.лестн_IM10LW10-1-ADGK640","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/АБК 3","172.16.62.13","Yes","Yes","None","No"
"АБК3_эт2_п.225(столовая)_IMP519-1-T32403505","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/АБК 3","172.16.60.77","Yes","Yes","None","No"
"АБК3_эт2_Пож выход_IM10LW10-1-ADGK606","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/АБК 3","172.16.62.14","Yes","Yes","None","No"
"АБК3_эт3_Архив вход_IM10LW10-1-ADGK538","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/АБК 3","172.16.63.153","Yes","Yes","None","No"
"АБК3_эт3_Архив тамбур_IM10LW10-1-ADGK531","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/АБК 3","172.16.63.179","Yes","Yes","None","No"
"АБК3_эт3_Архив_IM10LW10-1-ADGK527","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Special","172.16.63.180","Yes","Yes","None","No"
"АБК3_эт3_Вых.лестн_IMP519-1-T32403510","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/АБК 3","172.16.60.78","Yes","Yes","None","No"
"АБК3_эт3_Выход на мез4_IM10LW10-1-ADGCCD2","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/АБК 3","172.16.62.9","Yes","Yes","None","No"
"АБК3_эт3_Пож выход_IM10LW10-1-ADGCCD3","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/АБК 3","172.16.62.10","Yes","Yes","None","No"
"АБК3_эт4_Вых.лестн_IM10LW10-1-ADGK641","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/АБК 3","172.16.62.11","Yes","Yes","None","No"
"АБК3_эт4_Пож выход_IM10LW10-1-ADGK637","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/АБК 3","172.16.62.12","Yes","Yes","None","No"
"Ворота 1 (01)_IM10DN10-1E-ADCVXW8","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Ворота 1","172.16.63.244","Yes","Yes","None","No"
"Ворота 1 (02)_IM10DN10-1E-ADCVY41","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Ворота 1","172.16.63.243","Yes","Yes","None","No"
"Ворота 1 (03)_IM10DN10-1E-ADBJFD8","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Ворота 1","172.16.63.239","Yes","Yes","None","No"
"Ворота 1 (04)_IM10DN10-1E-ADCVXW1","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Ворота 1","172.16.63.235","Yes","Yes","None","No"
"Ворота 1 (05)_IM10DN10-1E-ADD0523","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Ворота 1","172.16.63.241","Yes","Yes","None","No"
"Ворота 1 (06)_IM10DN10-1E-ADCVY06","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Ворота 1","172.16.63.233","Yes","Yes","None","No"
"Ворота 1 (07)_IM10DN10-1E-ADCVY01","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Ворота 1","172.16.63.238","No","No","None","No"
"Ворота 1 (08)_IM10DN10-1E-ADD0521","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Ворота 1","172.16.63.253","Yes","Yes","None","No"
"Ворота 1 (09)_IM10DN10-1V-ADDRJ94","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Ворота 1","172.16.61.87","No","No","None","No"
"Ворота 1 (10)_IM10DN10-1E-ADCVY16","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Ворота 1","172.16.63.247","Yes","Yes","None","No"
"Ворота 1 (11)_IM10DN10-1E-ADCVY19","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Ворота 1","172.16.63.145","Yes","Yes","None","No"
"Ворота 1 (12)_IM10DN10-1E-ADCWJF8","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Ворота 1","172.16.63.155","Yes","Yes","None","No"
"Ворота 1 (13)_IM10DN10-1E-ADCVXX8","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Ворота 1","172.16.63.33","Yes","Yes","None","No"
"Ворота 1 (14)_IM10DN10-1E-ADCWJE2","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Ворота 1","172.16.63.252","Yes","Yes","None","No"
"Ворота 1 зап выход у АБК1_IM10DN10-1E-ADCVY72","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Ворота 1","172.16.63.234","Yes","Yes","None","No"
"Ворота 1 зап выход у бл2_IM10DN10-1E-ADBJFQ1","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Ворота 1","172.16.60.181","Yes","Yes","None","No"
"Ворота 2 (15)_IM10DN10-1E-ADCWJR0","OCS_ADMIRAL NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Ворота 2","172.16.63.254","Yes","Yes","48 days, 15:50","00:00:27.117"
"Ворота 2 (16)_IM10DN10-1E-ADCWJF1","OCS_ADMIRAL NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Ворота 2","172.16.63.249","Yes","Yes","43 days, 23:42","No"
"Ворота 2 (17)_IM10DN10-1E-ADCVY12","OCS_ADMIRAL NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Ворота 2","172.16.63.248","No","No","None","No"
"Ворота 2 (17)_IM10LW10-1-ADGCCA5","OCS_ADMIRAL NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Ворота 2","172.16.62.57","Yes","Yes","43 days, 23:40","No"
"Ворота 2 (18)_IM10DN10-1E-ADCVY11","OCS_ADMIRAL NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Ворота 2","172.16.63.251","Yes","Yes","48 days, 15:49","00:00:28.367"
"Ворота 2 (19)_IM10DN10-1E-ADCVY49","OCS_ADMIRAL NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Ворота 2","172.16.63.141","Yes","Yes","43 days, 23:39","No"
"Ворота 2 (20)_IM10DN10-1E-ADCVY37","OCS_ADMIRAL NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Ворота 2","172.16.62.195","Yes","Yes","48 days, 15:50","00:00:30.117"
"Ворота 2 (21)_IM10DN10-1E-ADCWJH4","OCS_ADMIRAL NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Ворота 2","172.16.63.34","Yes","Yes","43 days, 23:41","No"
"Ворота 2 (22)_IM10DN10-1E-ADCVXY1","OCS_ADMIRAL NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Ворота 2","172.16.63.192","Yes","Yes","48 days, 15:48","00:00:27.368"
"Ворота 2 (23)_IM10DN10-1E-ADCVXW5","OCS_ADMIRAL NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Ворота 2","172.16.63.231","Yes","Yes","48 days, 15:50","00:00:28.375"
"Ворота 2 (24)_IM10DN10-1E-ADCVXY3","OCS_ADMIRAL NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Ворота 2","172.16.63.222","Yes","Yes","48 days, 15:48","00:00:27.625"
"Ворота 2 (25)_IM10DN10-1E-ADCWJE3","OCS_ADMIRAL NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Ворота 2","172.16.63.226","Yes","Yes","48 days, 15:50","00:00:27.125"
"Ворота 2 (26)_IM10DN10-1E-ADCVY23","OCS_ADMIRAL NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Ворота 2","172.16.63.225","Yes","Yes","48 days, 15:50","No"
"Ворота 2 (27)_IM10DN10-1E-ADCWJK3","OCS_ADMIRAL NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Ворота 2","172.16.63.220","Yes","Yes","48 days, 15:48","00:00:26.826"
"Ворота 2 (28)_IM10DN10-1E-ADCWJG4","OCS_ADMIRAL NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Ворота 2","172.16.63.221","Yes","Yes","48 days, 15:47","00:00:26.375"
"Ворота 2 (29)_IM10DN10-1E-ADCMW36","OCS_ADMIRAL NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Ворота 2","172.16.60.184","Yes","Yes","48 days, 15:47","00:00:26.125"
"Ворота 2 (30)_IM10DN10-1E-ADBJFH4","OCS_ADMIRAL NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Ворота 2","172.16.60.183","Yes","Yes","48 days, 15:50","00:00:26.375"
"Ворота 3 (31)_IM10LW10-1-ADGCCC8","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Ворота 3","172.16.62.230","Yes","Yes","None","No"
"Ворота 3 (32)_IM10DN10-1E-ADD0530","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Ворота 3","172.16.63.219","Yes","Yes","None","No"
"Ворота 3 (33)_IM10DN10-1E-ADCVXW0","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Ворота 3","172.16.63.215","Yes","Yes","None","No"
"Ворота 3 (34)_IM10DN10-1E-ADCWJN5","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Ворота 3","172.16.63.217","Yes","Yes","None","No"
"Ворота 3 (35)_IM10DN10-1E-ADCVXW6","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Ворота 3","172.16.63.223","Yes","Yes","None","No"
"Ворота 3 (36)_IM10DN10-1E-ADCWJS0","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Ворота 3","172.16.63.224","Yes","Yes","None","No"
"Ворота 3 (37)_IM10DN10-1E-ADCVY36","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Ворота 3","172.16.62.183","Yes","Yes","None","No"
"Ворота 3 (38)_IM10DN10-1E-ADCWJJ1","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Ворота 3","172.16.60.243","Yes","Yes","None","No"
"Ворота 3 (39)_IM10DN10-1E-ADCVY14","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Ворота 3","172.16.62.185","Yes","Yes","None","No"
"Ворота 3 (40)_IM10DN10-1E-ADCWJD8","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Ворота 3","172.16.60.241","Yes","Yes","None","No"
"Ворота 3 (41)_IMP519-1-T32101944","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Ворота 3","172.16.63.105","Yes","Yes","None","No"
"Ворота 4 (42)_IM10DN10-1E-ADCVXZ1","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Ворота 4","172.16.62.182","Yes","Yes","None","No"
"Ворота 4 (43)_IM10DN10-1E-ADCVXW4","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Ворота 4","172.16.63.199","Yes","Yes","None","No"
"Ворота 4 (44)_IM10DN10-1E-ADCWJJ9","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Ворота 4","172.16.63.200","Yes","Yes","None","No"
"Ворота 4 (45) и вход в АБ3_IM10DN10-1E-ADCVY31","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Ворота 4","172.16.63.198","Yes","Yes","None","No"
"Ворота 4 (45_боковая)_IM10LW10-1-ADBV757","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Ворота 4","172.16.61.35","Yes","Yes","None","No"
"Ворота 4 (45_столб)_IM10LW10-1-ADGK465","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Ворота 4","172.16.62.107","Yes","Yes","None","No"
"КПП1_Вид на скл_IXE22-X0622817061200645","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/КПП 1","172.16.60.137","Yes","Yes","None","No"
"КПП1_Вход_IM10DN10-1V-ADDX480","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/КПП 1","172.16.61.84","Yes","Yes","None","No"
"КПП1_Въезд_IXS0DN-ADADDW4","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/КПП 1","172.16.61.101","Yes","Yes","None","No"
"КПП1_Выезд_IXS0DN-ADAGKL1","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/КПП 1","172.16.61.100","No","No","None","No"
"КПП1_Выход_IM10DN10-1E-ADCWJD7","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/КПП 1","172.16.60.116","No","No","None","No"
"КПП1_Окно охраны_IWP221-1ES-T71306166","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/КПП 1","172.16.60.105","No","No","None","No"
"КПП1_Перекресток_IM10LW10-1E-ADBKHD4","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/КПП 1","172.16.62.125","Yes","Yes","None","No"
"КПП1_перим01_IXS0DN-ADABMA1","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/КПП 1","172.16.60.115","No","No","None","No"
"КПП1_перим02_IXS0DN-ADABM78","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/КПП 1","172.16.61.70","Yes","Yes","None","No"
"КПП1_перим03_IXS0DN-ADAGKP1","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/КПП 1","172.16.61.104","Yes","Yes","None","No"
"КПП1_перим04_IXS0DN-ADABM46","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/КПП 1","172.16.60.109","No","No","None","No"
"КПП1_перим05_IXS0DN-ADABMD7","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/КПП 1","172.16.61.71","No","No","None","No"
"КПП1_перим06_IXE21-ADXGC89","OCS3_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/КПП 1","172.16.60.56","No","No","None","No"
"КПП1_перим07_IXE22-X0622817061200629","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/КПП 1","172.16.60.138","Yes","Yes","None","No"
"КПП1_перим08_IXE22-X0622817061200654","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/КПП 1","172.16.60.150","No","No","None","No"
"КПП1_перим09_IXE22-X0622817061200527","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/КПП 1","172.16.60.126","Yes","Yes","None","No"
"КПП1_перим10_IIXE20DN-ACYXE37","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/КПП 1","172.16.60.198","No","No","None","No"
"КПП1_Пост_IM10LW10-1-ADGK598","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/Special","172.16.62.234","Yes","Yes","None","No"
"КПП1_Шлагбаум_IM10LW10-1E-ADBKHK9","OCS_VNUKOVO NetworkVideoRecorder","OCS_VNUKOVO Recording Location/КПП 1","172.16.61.150","No","No","None","No"
